"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13390","test_ct04_usuario_senha_invalidos[chromium]","pg_test","2026-01-11","passed","2026-01-11","","more_test","",""
"","11045","test_ct07_campos_vazios[chromium]","pg_test","2026-01-11","passed","2026-01-11","","more_test","",""
"","11993","test_ct01_login_valido[chromium]","pg_test","2026-01-11","passed","2026-01-11","","more_test","",""
"","11069","test_ct06_senha_vazia[chromium]","pg_test","2026-01-11","passed","2026-01-11","","more_test","",""
"","12057","test_ct02_senha_invalida[chromium]","pg_test","2026-01-11","passed","2026-01-11","","more_test","",""
"","11124","test_ct08_case_sensitive[chromium]","pg_test","2026-01-11","passed","2026-01-11","","more_test","",""
"","12644","test_ct03_usuario_invalido[chromium]","pg_test","2026-01-11","passed","2026-01-11","","more_test","",""
"","11883","test_ct05_usuario_vazio[chromium]","pg_test","2026-01-11","passed","2026-01-11","","more_test","",""
